R,TB,BEL,20090523,1,D,Allowance Optional Claiming,45000,FOR THREE YEAR OLDS AND UPWARD FOALED IN NEW YORK STATE AND APPROVED BY THE NEW YORK STATE-BRED REGISTRY WHICH HAVE NEVER WON ,"TWO RACES OTHER THAN MAIDEN, CLAIMING, OR STARTER OR WHICH HAVE NEVER WON THREE RACES OR OPTIONAL CLAIMING PRICE OF $25,000. ","Three Year Olds, 119 lbs.; Older, 124 lbs. Non-winners of $26,000 since March 23 Allowed 2 lbs. Non-winners Of A Race Allowed ","3 lbs. (Races where entered for $20,000 or less not considered in allowances).",3U SNW2X,650,F, ,D,104,FT,Clear,5,1:01,-7,23.26,46.07,69.82,0,0,76.01,68,76,104,76.57,27000,9000,4500,2250,1350,900,0,0,0,0,2 Exacta, 2-4,79,220595,2 Trifecta, 2-4-6,240.5,161073,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
H,BEL,20090523,6,D,14Oct08  9PHA 1,TB,American Cruiser,120,5,G,Lb,C H Velasquez,1.75,1A,5,0,1,1,0,2,1,0,0,0,0,1,0,4,0.5,4,0,99,Dutrow Anthony W,"Dubb, Michael, Bethlehem Stables LLC and Selinger, John S.","AMERICAN CRUISER led early, regained lead stretch, yielded late",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,6,D,11Apr09  4AQU 8,TB,Grand Minstrel,120,4,C,L,J   Lezcano,6.6,3,1,0,3,2,0.5,1,0,0,0,0,0,6,3.5,7,4.5,7,0,92,Jerkens James A,Evans,"GRAND MINSTREL pressed, clear turn, gave way",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,6,D,01May09  3BEL 3,TB,Gimmearoutine,120,4,G,Lb,J F Chavez,35.75,4,3,0,7,5,3.1,5,2.5,0,0,0,0,8,7,8,8.5,8,0,84,Contessa Gary C,Petigrow,"GIMMEAROUTINE 4wide move turn, flattened out",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,6,D,03Apr09  8GP  2,TB,Big Train,120,6,G,L,E S Prado,3.1,5,4,0,2,3,2,3,1.5,0,0,0,0,2,0.5,2,0.3,2,0,100,Serpe Philip M,"Mystic Palm Stables, Hilly Fields Stable and Serpe, Philip, M.","BIG TRAIN stalked 3wide, bid stretch, led late, caught",,0,4.9,3.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,6,D,18Apr09  7GP  1,TB,Thou Swell,123,4,C,Lb,E   Coa,3.7,6,6,0,8,6,3.6,7,4,0,0,0,0,5,3,3,0.4,3,0,100,Weaver George,Sugartown Stable,"THOU SWELL broke slow, rail move, angled wide, belatedly",,0,0,3.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,6,D,26Feb09  8AQU 6,TB,Yield Bogey,120,5,G,L,J   Samyn,11,7,7,0,5,7,4.6,6,3.5,0,0,0,0,3,1.5,1,0,1,0,100,Kelly Patrick J,"Fox Ridge Farm, Inc.","YIELD BOGEY unhurried, traffic turn, angled 4wide, up late","Bay Gelding; 2004; Langfuhr-Upper Noosh (Red Ransom) Bred By:Fox Ridge Farm, Inc. (Kentucky)",24,9.8,6.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,6,D,10Apr09  8KEE 2,TB,Inti (URU),120,4,C,L,A   Garcia,6.3,8,8,0,6,8,6.6,8,5.5,0,0,0,0,7,5,5,1.7,5,0,97,McLaughlin Kiaran P,Shadwell Stable,"INTI (URU) outrun, blocked 1/4 pole, no threat",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,6,D,(15MAY09  7BEL 5),TB,Dubai Gold,0,0,,,,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,TB,BEL,20090523,7,D,Maiden Special Weight,43000,"(UP TO $8,170 NYSBFOA) FOR MAIDENS, THREE YEARS OLD  AND UPWARD. Three Year Olds, 118 lbs.; Older, 123 lbs.",,,,3U   ,650,F, ,D,87,FT,Clear,Good,4:15,-7,22.43,45.36,70.5,0,0,76.99,101,91,92,77.95,25800,8600,4300,2150,1290,215,215,215,215,0,2 Pick 3, 1-7-2,1215,83732,2 Daily Double, 7-2,132,96909,2 Exacta, 2-4,102,441772,2 Superfecta, 2-4-5-3,9056,119079,2 Trifecta, 2-4-5,1316,274157,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
H,BEL,20090523,7,D,,TB,Action Plan,118,3,C,L,J F Chavez,34.5,1,1,0,9,9,19.2,9,13.5,0,0,0,0,8,14.5,7,13.1,7,0,65,Frankel Robert J,"Juddmonte Farms, Inc.","ACTION PLAN broke slow, no factor",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,7,D,,TB,Gridiron,118,3,C,L,R   Maragh,6.1,2,2,0,5,8,9.2,7,5,0,0,0,0,4,2.5,1,0,1,0,92,Terranova II John P,Sovereign Stable,"GRIDIRON outrun for half, split 4wide, up final stride",Bay Colt; 2006; Giant's Causeway-Tomorrows Sunshine (Silver Deputy) Bred By:Donald & R. Mary Zuckerman as Tenantsby The Entireties (Kentucky),14.2,7.2,5.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,7,D,22Apr09  7GP  5,TB,Undersold,118,3,C,L,E   Coa,11.5,3,3,0,4,4,2.1,4,1.5,0,0,0,0,3,2,4,5.1,4,0,81,Violette Jr Richard A,"Smith, Murray, Green, Leonard, C.","UNDERSOLD inside trip, waited turn, bid stretch, weakened",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,7,D,,TB,Strasbourg,118,3,C,L,M J Luzzi,16,4,4,0,1,1,0,1,0,0,0,0,0,1,0,2,0.1,2,0,92,Albertrani Thomas,Padua Stables,"STRASBOURG dueled inside, clear stretch, caught late",,0,15,9.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,7,D,,TB,Colors Flying,118,3,C,L,R D Fuentes,26,5,5,0,8,7,9.1,8,5.5,0,0,0,0,5,4,3,4.3,3,0,83,McGaughey III Claude R,Phipps Stable,"COLORS FLYING broke slow, outrun for half, swung 6wide, belatedly",,0,0,12.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,7,D,,TB,Istishaary,118,3,C,L,A   Garcia,1.2,6,6,0,6,2,0.1,3,1,0,0,0,0,9,16.5,9,21.8,9,0,47,McLaughlin Kiaran P,Shadwell Stable,"ISTISHAARY rushed between, pressed pace, faltered",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,7,D,,TB,Clean Shot,118,3,C,,C H Velasquez,35.5,8,7,0,2,5,2.6,6,3,0,0,0,0,7,10.5,8,14.1,8,0,63,Jerkens H Allen,"Shields, Jr.","CLEAN SHOT raced between horses, swung 5wide, tired",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,7,D,,TB,Hoopoe,118,3,C,L,J   Lezcano,11.1,9,8,0,7,6,3.1,5,2,0,0,0,0,6,4.5,5,5.8,5,0,80,Zito Nicholas P,"Zayat Stables, LLC","HOOPOE raced midpack, 4wide move, flattened out",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,7,D,25Apr09  5AQU 3,TB,Intrepid,118,3,C,L,E S Prado,2.45,11,9,0,3,3,1.6,2,0.5,0,0,0,0,2,1.5,6,6.6,6,0,78,Dutrow Jr Richard E,Jay Em Ess Stable,"INTREPID pressed 3wide, bid turn, gave way stretch",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,7,D,(25APR09  5AQU 2),TB,Wanted Alive,0,0,,,,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,7,D,(09MAY09  7BEL 3),TB,Winged Hero,0,0,,,,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,TB,BEL,20090523,8,D,Claiming,25000,"(UP TO $4,750 NYSBFOA) FOR FILLIES AND MARES THREE YEARS OLD  AND UPWARD  WHICH HAVE NEVER WON TWO RACES. Three Year Olds, ","119 lbs.; Older, 123 lbs. Non-winners of a race on the turf since March 20 Allowed 2 lbs. Claiming Price $35,000 (Races where ","entered for $25,000 or less not considered) (Winners Preferred). (If the Stewards consider it inadvisable to run this race on ","the turf course, this race will be run at Six Furlongs on the main track.).",3UF NW2L,600,F, ,T,85,FM,Clear,Good,4:47,12,23.03,46,57.68,0,0,69.9,86,86,85,69.01,15000,5000,2500,1250,750,167,167,166,0,0,2 Pick 3, 7-2-7,756,86757,2 Daily Double, 2-7,46.2,64817,2 Exacta, 7-1,28,333034,2 Superfecta, 7-1-6-11,200,98943,2 Trifecta, 7-1-6,51,223654,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
H,BEL,20090523,8,D,30Apr09  9BEL 3,TB,Token Special,121,4,F,L,J L Espinoza,2.55,1,1,35000,7,8,6.5,8,3.9,0,0,0,0,5,4.5,2,0.3,2,0,85,Odintz Jeff,Dragon Squared LLC,"TOKEN SPECIAL outrun for half, swung five wide upper stretch, strong finish",,0,3.5,2.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,8,D,13May09  7BEL 9,TB,Our Montana Dream,114,6,M,Lb,A J Casey(7),55.25,3,2,35000,4,7,5.5,7,2.9,0,0,0,0,6,5,6,4.5,6,0,75,Lotruglio Edward,Lotruglio,"OUR MONTANA DREAM outrun inside, boxed in turn, belatedly",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,8,D,23Apr09  5AQU 4,TB,Mama Brown,117,3,F,Lb,S   Morales,17.8,4,3,35000,2,2,1,4,1.7,0,0,0,0,7,6.5,7,8.8,7,0,66,Baker Charlton,Thienel,"MAMA BROWN steadied 1/4pl, firm hold on rail turn, tired",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,8,D,01May09  5BEL 2,TB,Green Harbor,117,3,F,Lb,M J Luzzi,8.3,5,4,35000,1,1,0,1,0,0,0,0,0,2,0.5,5,3.8,5,0,77,Barbara Robert,J and R Stable LLC,"GREEN HARBOR set pace on rail, weakened final eighth",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,8,D,16May09  6BEL 2,TB,Fiona Freud,121,5,M,Lb,C H Velasquez,2.15,6,5,35000,3,3,2,2,0.1,0,0,0,0,1,0,3,0.5,3,0,84,Ritvo Timothy,Winter Park Partners,"FIONA FREUD pressed between horses, led midstretch, yielded grudgingly",,0,0,2.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,8,D,18Apr09  1GP  1,TB,Wishful Star,119,3,F,Lf,R   Maragh,2.6,7,6,35000,8,5,4.5,5,1.8,0,0,0,0,3,2.5,1,0,1,0,85,Penna Jr Angel J,Castletop Stable,"WISHFUL STAR clipped heels early, traffic between turn, up late",Dark Bay or Brown Filly; 2006; Proud Citizen-Island Echo (Eastern Echo) Bred By:A. Lakin & Sons & Atlantis Mares LLC (Kentucky),7.2,4.3,2.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,8,D,02Apr09  9AQU 7,TB,Typify,117,3,F,L,R A Dominguez,22.9,9,7,35000,5,4,3,3,0.2,0,0,0,0,8,9,8,11.8,8,0,59,Contessa Gary C,"Moirano, John L., Foss, Monty and Contessa, Jennifer","TYPIFY up close early, 3wide bid, gave way",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,8,D,06Feb09  6AQU 7,TB,Justinline,121,4,F,L,J   Samyn,9.2,11,8,35000,6,6,5,6,1.9,0,0,0,0,4,4,4,2,4,0,81,Cedano Heriberto,Cohen,"JUSTINLINE outrun early, four wide move turn, weakened late",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,8,D,(30APR09  9BEL 5),TB,Faithful One,0,0,,,,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,8,D,(23APR09  5AQU 7),TB,Approved by Mom,0,0,,,,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,8,D,(07MAY09  5PIM 5),TB,Gaffney's Grits,0,0,,,,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,8,D,(15APR09  5AQU 8),TB,Cat Radio,0,0,,,,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,TB,BEL,20090523,9,D,Stakes,150000,"Sheepshead Bay S. - Grade2 INNER TURF FOR FILLIES AND MARES THREE YEARS OLD AND UPWARD. No nomination fee. $1,500 to pass the entry box. All starters to ","receive a $1,000 rebate. The purse to be divided 60% to the winner, 20% to second, 10% to third, 5% to fourth, 3% to fifth ",and 2% divided equally among remaining finishers. Any horse that competes in both the Sheepshead Bay and New York will have ,"their entry fee waived for the New York. Three year olds, 117 lbs. Older 123 lbs. Non-winners of a Grade 1 or a Grade 2 twice ",3UF  ,1100,F, ,I,110,FM,Cloudy,Good,5:19,12,24.92,50.52,75.01,99.37,122.27,133.96,111,107,110,132.65,90000,30000,15000,7500,4500,3000,0,0,0,0,2 Pick 3, 2-7-3,110,63498,2 Daily Double, 7-3,12.8,73641,2 Exacta, 3-5,11.8,357995,2 Trifecta, 3-5-7,66,304046,2 Place Pick 9, 5/6/7-2/4/5-1/6/7-3,78.5,32490,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
H,BEL,20090523,9,D,11Apr09  8KEE 5,TB,Backseat Rhythm,120,4,F,L,E   Coa,2.7,1,1,0,0,5,3,5,4.5,5,5,6,6,5,9,5,6.6,5,0,102,McLaughlin Kiaran P,"Pompa, Jr.","BACKSEAT RHYTHM checked inside far turn, angled out, no threat",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,9,D,16Apr09  7KEE 1,TB,Venetian Causeway,116,4,F,L,J   Lezcano,20.9,2,2,0,0,3,1.5,3,3,3,3,5,5.5,6,12.5,6,14.1,6,0,93,McGaughey III Claude R,Armstrong,"VENETIAN CAUSEWAY well placed on rail, gave way turn",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,9,D,25Apr09  7CRC 1,TB,Criticism (GB),120,5,M,L,J   Castellano,0.8,3,3,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,110,Albertrani Thomas,Darley Stable,"CRITICISM (GB) clear in hand on rail, dug in stretch, edged away late",Bay Mare; 2004; Machiavellian-Innuendo (IRE) (Caerleon) Bred By:Darley,3.6,2.5,2.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,9,D,10Apr09  6KEE 1,TB,Mushka,116,4,F,Lb,R A Dominguez,4.1,5,4,0,0,2,1,2,1.5,2,1.5,2,1,2,1.5,2,2.3,2,0,107,Mott William I,Brushwood Stable,"MUSHKA chased winner two path, bid 1/4 pole, no match, held 2nd",,0,3.9,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,9,D,23Apr09  8KEE 4,TB,Caprice (GER),116,6,M,L,E S Prado,16.6,7,5,0,0,4,2.5,4,3.5,4,3.5,3,3,3,4.5,3,2.3,3,0,107,Motion H Graham,"NP Bloodstock, Inc.","CAPRICE (GER) rated in two path, swung out stretch, mild late gain",,0,0,4.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,9,D,17Apr09  8KEE 4,TB,Colina Verde (BRZ),118,6,M,L,A   Garcia,12.1,8,6,0,0,6,3.5,6,5,6,5.1,4,4.5,4,5,4,2.6,4,0,106,McLaughlin Kiaran P,"Team Valor International, Munro, Adrian, Barber, Gary","COLINA VERDE (BRZ) bobbled broke outward, unhurried for a mile, late move",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,9,D,(24APR09  7AQU 2),TB,Shadiyna (IRE),0,0,,,,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,9,D,(23APR09  8KEE 5),TB,Russian Rosie (IRE),0,0,,,,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,TB,BEL,20090523,10,D,Maiden Special Weight,41000,"FOR MAIDENS, THREE YEARS OLD  AND UPWARD FOALED IN NEW YORK STATE AND APPROVED BY THE NEW YORK STATE-BRED REGISTRY. Three ","Year Olds, 118 lbs.; Older, 123 lbs. (If the Stewards consider it inadvisable to run this race on the turf course, this race ",will be run at Seven Furlongs on the main track.).,,3U S ,700,F, ,T,85,FM,Cloudy,Good,5:52,12,22.63,45.25,69.15,0,0,82.24,122,111,85,82.01,24600,8200,4100,2050,1230,205,205,205,205,0,2 Pick 3, 7-3-7,394,148297,2 Pick 4, 2-7-3/4/6-7,3207,490032,2 Pick 6 (5 of 6), 1-7-2-7-3/4/6-7,3017,101107,2 Daily Double, 3-7,83.5,221361,2 Exacta, 7-10,105,410823,2 Superfecta, 7-10-1-8,2289,181227,2 Trifecta, 7-10-1,390,301808,,,0,0,,,0,0,,,0,0,,,0
H,BEL,20090523,10,D,02May09 10BEL 3,TB,Saratoga Steve,118,3,C,Lb,R A Dominguez,4.4,1,1,0,6,6,5.5,7,8,0,0,0,0,5,6.5,3,1.3,3,0,83,Ritvo Timothy,Yarbrough,"SARATOGA STEVE outrun inside, swung four wide turn, belated rally",,0,0,3.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,10,D,09May09 10BEL 8,TB,Longing for Malibu,118,3,G,Lb,A   Garcia,11.7,3,2,0,8,8,8.5,8,10.5,0,0,0,0,8,14,8,11.4,8,0,63,Weaver George,McMahon,"LONGING FOR MALIBU 5wide, no factor",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,10,D,26Mar09  9GP  9,TB,Hangingonthefuture,118,3,C,L,J   Lezcano,18.1,4,3,0,9,7,6.5,6,7,0,0,0,0,6,8.5,7,5.6,7,0,74,Serpe Philip M,Flying Zee Stable,"HANGINGONTHEFUTURE awkward start, 3wide",,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,10,D,02May09 10BEL 2,TB,Victorious Leader,118,3,G,,J   Castellano,4.3,5,4,0,1,5,5,5,6.5,0,0,0,0,4,6,5,3.4,5,0,79,O'Brien Keith,"Larkin, Donald, R., Quindecim Stable, Hornsby, Bill and Kathy",VICTORIOUS LEADER evenly,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,BEL,20090523,10,D,02May09 10BEL 8,TB,Always Fishin,118,3,G,Lb,J   Samyn,16.6,6,5,0,7,9,10,9,12,0,0,0,0,7,10,6,4.1,6,0,77,Imperio Joseph,R.C. Racing Stables,"ALWAYS FISHIN outrun for half, swung 4wide, no threat",,0,0,0,0
H,BEL,20090523,10,D,09May09 10BEL 4,TB,Joey's Chance,123,4,G,Lb,E S Prado,13.8,7,6,0,3,2,1,2,3.5,0,0,0,0,2,3,1,0,1,0,85,Kelly Patrick J,"Maner, O'Leary, J. and M., Gold, Bergami and Ward","JOEY'S CHANCE pressed outside, steady late gain up late",Dark Bay or Brown Gelding; 2005; American Chance-Backstreet Girl (Dixie Brass) Bred By:Frank Maner & Kerri Maner (New York),29.6,10.2,5.5,0
H,BEL,20090523,10,D,25Apr09  6AQU 3,TB,Strolldownbroadway,118,3,G,L,R   Maragh,7.7,8,7,0,5,4,3.5,4,6,0,0,0,0,3,5.5,4,3.3,4,0,79,Bond H James,Bob's Off Broadway Thoroughbreds,"STROLLDOWNBROADWAY steadied inside, rail move turn, mild gain",,0,0,0,0
H,BEL,20090523,10,D,12Apr09  9GP  2,TB,Compliance Officer,118,3,C,L,C H Velasquez,1.7,10,8,0,2,1,0,1,0,0,0,0,0,1,0,2,0.8,2,0,84,Pompay Teresa M,"Klaravich Stables, Inc. and Lawrence, William","COMPLIANCE OFFICER clear on rail, lugged in late weakened",,0,3.3,2.4,0
H,BEL,20090523,10,D,31Oct08  9AQU 3,TB,Vertical Flight,118,3,G,Lb,E   Coa,10.9,11,9,0,4,3,3,3,5.5,0,0,0,0,9,16,9,13.4,9,0,60,Bush Thomas M,Sugar Maple Farm,"VERTICAL FLIGHT chased 3wide, gave way",,0,0,0,0
H,BEL,20090523,10,D,(02MAY09  5BEL 8),TB,Point to the Red,0,0,,,,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
H,BEL,20090523,10,D,(09MAY09  2BEL 2),TB,Heavenly Blaze,0,0,,,,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
H,BEL,20090523,10,D,(25APR09  6AQU 8),TB,Montana Music,0,0,,,,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
H,BEL,20090523,10,D,(09MAY09  2BEL 3),TB,Sergeant Karakorum,0,0,,,,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
